#SequenceID	AAtype	Start	Stop	Score
>YGR279C SCW4 SGDID:S000003511, Chr VII from 1049958-1048798, Genome Release 64-2-1, reverse complement, Verified ORF, "Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that arose from the whole genome duplication"	A	8	106	59
>YGR280C PXR1 SGDID:S000003512, Chr VII from 1051725-1050910, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain"	K	139	253	173
>YGR280C PXR1 SGDID:S000003512, Chr VII from 1051725-1050910, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain"	D	155	173	63
>YGR281W YOR1 SGDID:S000003513, Chr VII from 1052824-1057257, Genome Release 64-2-1, Verified ORF, "Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR)"	K	549	598	45
>YGR281W YOR1 SGDID:S000003513, Chr VII from 1052824-1057257, Genome Release 64-2-1, Verified ORF, "Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR)"	E	809	871	41
>YGR285C ZUO1 SGDID:S000003517, Chr VII from 1063153-1061852, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nascent polypeptide chains; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p"	K	244	364	123
>YGR285C ZUO1 SGDID:S000003517, Chr VII from 1063153-1061852, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nascent polypeptide chains; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p"	A	306	365	63
>YGR285C ZUO1 SGDID:S000003517, Chr VII from 1063153-1061852, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nascent polypeptide chains; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p"	E	290	329	41
>YGR289C MAL11 SGDID:S000003521, Chr VII from 1075813-1073963, Genome Release 64-2-1, reverse complement, Verified ORF, "High-affinity maltose transporter (alpha-glucoside transporter); inducible; encoded in the MAL1 complex locus; broad substrate specificity that includes maltotriose; required for isomaltose utilization"	E	9	93	51
>YGR289C MAL11 SGDID:S000003521, Chr VII from 1075813-1073963, Genome Release 64-2-1, reverse complement, Verified ORF, "High-affinity maltose transporter (alpha-glucoside transporter); inducible; encoded in the MAL1 complex locus; broad substrate specificity that includes maltotriose; required for isomaltose utilization"	G	450	466	42
>YGR296W YRF1-3 SGDID:S000003528, Chr VII from 1084864-1084882,1085031-1090591, Genome Release 64-2-1, Verified ORF, "Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"	T	1317	1462	299
>YGR296W YRF1-3 SGDID:S000003528, Chr VII from 1084864-1084882,1085031-1090591, Genome Release 64-2-1, Verified ORF, "Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"	S	1274	1475	129
>YHL002W HSE1 SGDID:S000000994, Chr VIII from 102612-103970, Genome Release 64-2-1, Verified ORF, "Subunit of the endosomal Vps27p-Hse1p complex; complex is required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradation, as well as for recycling of Golgi proteins and formation of lumenal membranes"	Q	146	207	75
>YHL003C LAG1 SGDID:S000000995, Chr VIII from 101883-100648, Genome Release 64-2-1, reverse complement, Verified ORF, "Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; homolog of human CERS2, a tumor metastasis suppressor gene whose silencing enahnces invasion/metastasis of prostate cancer cells; LAG1 has a paralog, LAC1, that arose from the whole genome duplication"	E	388	411	43
>YHL007C STE20 SGDID:S000000999, Chr VIII from 97937-95118, Genome Release 64-2-1, reverse complement, Verified ORF, "Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"	S	2	587	247
>YHL007C STE20 SGDID:S000000999, Chr VIII from 97937-95118, Genome Release 64-2-1, reverse complement, Verified ORF, "Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"	D	895	936	71
>YHL007C STE20 SGDID:S000000999, Chr VIII from 97937-95118, Genome Release 64-2-1, reverse complement, Verified ORF, "Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"	K	233	288	57
>YHL007C STE20 SGDID:S000000999, Chr VIII from 97937-95118, Genome Release 64-2-1, reverse complement, Verified ORF, "Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"	N	902	929	40
>YHL008C YHL008C SGDID:S000001000, Chr VIII from 94510-92627, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole"	E	419	480	43
>YHL009C YAP3 SGDID:S000001001, Chr VIII from 85060-84068, Genome Release 64-2-1, reverse complement, Verified ORF, "Basic leucine zipper (bZIP) transcription factor"	N	106	155	59
>YHL009C YAP3 SGDID:S000001001, Chr VIII from 85060-84068, Genome Release 64-2-1, reverse complement, Verified ORF, "Basic leucine zipper (bZIP) transcription factor"	K	146	195	49
>YHL009W-A YHL009W-A SGDID:S000007371, Chr VIII from 85909-87150, Genome Release 64-2-1, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	Q	376	409	45
>YHL009W-B YHL009W-B SGDID:S000007372, Chr VIII from 85909-86994,86996-91318, Genome Release 64-2-1, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	N	1018	1251	55
>YHL009W-B YHL009W-B SGDID:S000007372, Chr VIII from 85909-86994,86996-91318, Genome Release 64-2-1, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	K	1223	1303	47
>YHL009W-B YHL009W-B SGDID:S000007372, Chr VIII from 85909-86994,86996-91318, Genome Release 64-2-1, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	N	378	469	46
>YHL010C ETP1 SGDID:S000001002, Chr VIII from 83721-81964, Genome Release 64-2-1, reverse complement, Verified ORF, "Putative protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences"	E	437	556	77
>YHL010C ETP1 SGDID:S000001002, Chr VIII from 83721-81964, Genome Release 64-2-1, reverse complement, Verified ORF, "Putative protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences"	N	374	413	45
>YHL013C OTU2 SGDID:S000001005, Chr VIII from 78353-77430, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress"	K	19	169	91
>YHL013C OTU2 SGDID:S000001005, Chr VIII from 78353-77430, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress"	Q	79	160	50
>YHL015W RPS20 SGDID:S000001007, Chr VIII from 75412-75777, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10"	Q	5	18	43
>YHL016C DUR3 SGDID:S000001008, Chr VIII from 74244-72037, Genome Release 64-2-1, reverse complement, Verified ORF, "Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway"	E	525	612	51
>YHL016C DUR3 SGDID:S000001008, Chr VIII from 74244-72037, Genome Release 64-2-1, reverse complement, Verified ORF, "Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway"	A	279	378	40
>YHL019C APM2 SGDID:S000001011, Chr VIII from 69548-67731, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport"	K	174	231	70
>YHL019C APM2 SGDID:S000001011, Chr VIII from 69548-67731, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport"	S	153	174	40
>YHL020C OPI1 SGDID:S000001012, Chr VIII from 67456-66242, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol"	Q	280	399	137
>YHL020C OPI1 SGDID:S000001012, Chr VIII from 67456-66242, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol"	D	89	104	58
>YHL020C OPI1 SGDID:S000001012, Chr VIII from 67456-66242, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol"	D	187	207	45
